## begin version 0.98 source file header             
## generated at 26## from output of MCNPX case mctal_IRP_physics10a, described as:   
## mcnpx      2.6.0  09/21/11 10:43:13   26   50000000  3508970273895
##  Optimization for a box coupled para-H moderator                                
## Pulse shapes are as calculated with point detector tally for moderator
## 
## headerend
##
## section 1 key
## output reported is for 10x12 viewed area.       
## normalized to  2.0807e+14 p/pulse and  1.000 GeV
## Energy given is center of the bin in a logarithmic
## sense, and wavelength is for that energy.         
## There are 141 points.
## 
##  Energy     Wavelength      Flux      Std. Error      Flux      Std. Error  
##    E             l          f(E)         s(E)         f(l)         s(l)
##    eV        Angstroms       n/sterad/pulse/eV         n/sterad/pulse/Angstrom  
##
  3.1623e-03   5.0859e+00   8.0615e+12   3.7635e+12   1.0025e+10   4.6800e+09
  3.5481e-03   4.8014e+00   9.0825e+12   4.1903e+12   1.3424e+10   6.1932e+09
  3.9811e-03   4.5328e+00   1.0088e+13   4.5580e+12   1.7719e+10   8.0064e+09
  4.4668e-03   4.2792e+00   1.1230e+13   5.2638e+12   2.3445e+10   1.0989e+10
  5.0119e-03   4.0399e+00   1.2552e+13   5.4647e+12   3.1144e+10   1.3559e+10
  5.6234e-03   3.8139e+00   1.3957e+13   5.7935e+12   4.1160e+10   1.7085e+10
  6.3096e-03   3.6005e+00   1.5422e+13   6.7073e+12   5.4050e+10   2.3508e+10
  7.0795e-03   3.3991e+00   1.7007e+13   7.1472e+12   7.0843e+10   2.9771e+10
  7.9433e-03   3.2090e+00   1.8712e+13   7.6670e+12   9.2635e+10   3.7957e+10
  8.9125e-03   3.0295e+00   2.0609e+13   7.8509e+12   1.2126e+11   4.6194e+10
  1.0000e-02   2.8600e+00   2.2603e+13   8.6801e+12   1.5806e+11   6.0700e+10
  1.1220e-02   2.7000e+00   2.4613e+13   8.5520e+12   2.0456e+11   7.1077e+10
  1.2589e-02   2.5490e+00   2.6805e+13   9.4935e+12   2.6478e+11   9.3776e+10
  1.4125e-02   2.4064e+00   2.9020e+13   1.0303e+13   3.4070e+11   1.2095e+11
  1.5849e-02   2.2718e+00   3.1260e+13   1.1637e+13   4.3616e+11   1.6238e+11
  1.7783e-02   2.1447e+00   3.3418e+13   1.1694e+13   5.5417e+11   1.9393e+11
  1.9953e-02   2.0247e+00   3.5471e+13   1.1145e+13   6.9909e+11   2.1966e+11
  2.2387e-02   1.9115e+00   3.7518e+13   1.1608e+13   8.7882e+11   2.7190e+11
  2.5119e-02   1.8045e+00   3.9140e+13   1.2361e+13   1.0897e+12   3.4413e+11
  2.8184e-02   1.7036e+00   4.0366e+13   1.1883e+13   1.3356e+12   3.9317e+11
  3.1623e-02   1.6083e+00   4.1033e+13   1.2643e+13   1.6136e+12   4.9719e+11
  3.5481e-02   1.5183e+00   4.1308e+13   1.1800e+13   1.9306e+12   5.5148e+11
  3.9811e-02   1.4334e+00   4.0758e+13   1.2070e+13   2.2640e+12   6.7045e+11
  4.4668e-02   1.3532e+00   3.9457e+13   1.1625e+13   2.6049e+12   7.6744e+11
  5.0119e-02   1.2775e+00   3.7366e+13   1.0468e+13   2.9319e+12   8.2133e+11
  5.6234e-02   1.2061e+00   3.4449e+13   9.3768e+12   3.2124e+12   8.7442e+11
  6.3096e-02   1.1386e+00   3.1021e+13   7.4070e+12   3.4381e+12   8.2093e+11
  7.0795e-02   1.0749e+00   2.7230e+13   6.9243e+12   3.5868e+12   9.1210e+11
  7.9433e-02   1.0148e+00   2.3239e+13   5.3306e+12   3.6382e+12   8.3453e+11
  8.9125e-02   9.5800e-01   1.9382e+13   4.6027e+12   3.6063e+12   8.5640e+11
  1.0000e-01   9.0441e-01   1.5763e+13   3.6549e+12   3.4857e+12   8.0823e+11
  1.1220e-01   8.5382e-01   1.2565e+13   2.6797e+12   3.3024e+12   7.0428e+11
  1.2589e-01   8.0606e-01   9.8492e+12   2.1401e+12   3.0766e+12   6.6849e+11
  1.4125e-01   7.6097e-01   7.6893e+12   1.9296e+12   2.8547e+12   7.1638e+11
  1.5849e-01   7.1840e-01   6.0413e+12   1.4387e+12   2.6656e+12   6.3480e+11
  1.7783e-01   6.7821e-01   4.8363e+12   1.3753e+12   2.5361e+12   7.2122e+11
  1.9953e-01   6.4027e-01   3.9518e+12   1.0392e+12   2.4630e+12   6.4771e+11
  2.2387e-01   6.0446e-01   3.2974e+12   1.0190e+12   2.4425e+12   7.5478e+11
  2.5119e-01   5.7064e-01   2.8426e+12   1.0515e+12   2.5025e+12   9.2571e+11
  2.8184e-01   5.3872e-01   2.4919e+12   7.6588e+11   2.6074e+12   8.0135e+11
  3.1623e-01   5.0859e-01   2.1966e+12   5.6443e+11   2.7315e+12   7.0190e+11
  3.5481e-01   4.8014e-01   1.9668e+12   4.4190e+11   2.9068e+12   6.5311e+11
  3.9811e-01   4.5328e-01   1.7472e+12   3.4727e+11   3.0691e+12   6.1001e+11
  4.4668e-01   4.2792e-01   1.5689e+12   2.8749e+11   3.2754e+12   6.0019e+11
  5.0119e-01   4.0399e-01   1.4010e+12   2.8603e+11   3.4762e+12   7.0969e+11
  5.6234e-01   3.8139e-01   1.2481e+12   2.0451e+11   3.6805e+12   6.0308e+11
  6.3096e-01   3.6005e-01   1.1059e+12   2.3237e+11   3.8761e+12   8.1440e+11
  7.0795e-01   3.3991e-01   9.8335e+11   1.5969e+11   4.0961e+12   6.6517e+11
  7.9433e-01   3.2090e-01   8.7327e+11   1.6116e+11   4.3233e+12   7.9784e+11
  8.9125e-01   3.0295e-01   7.7424e+11   1.5999e+11   4.5556e+12   9.4138e+11
  1.0000e+00   2.8600e-01   6.8673e+11   1.2704e+11   4.8023e+12   8.8837e+11
  1.1220e+00   2.7000e-01   6.0921e+11   1.2925e+11   5.0632e+12   1.0742e+12
  1.2589e+00   2.5490e-01   5.4673e+11   9.8571e+10   5.4006e+12   9.7367e+11
  1.4125e+00   2.4064e-01   4.8499e+11   9.7478e+10   5.6938e+12   1.1444e+12
  1.5849e+00   2.2718e-01   4.3106e+11   8.0986e+10   6.0145e+12   1.1300e+12
  1.7783e+00   2.1447e-01   3.8845e+11   6.5729e+10   6.4416e+12   1.0900e+12
  1.9953e+00   2.0247e-01   3.4198e+11   5.9401e+10   6.7400e+12   1.1707e+12
  2.2387e+00   1.9115e-01   3.0791e+11   6.6792e+10   7.2124e+12   1.5645e+12
  2.5119e+00   1.8045e-01   2.7349e+11   4.8499e+10   7.6137e+12   1.3502e+12
  2.8184e+00   1.7036e-01   2.4538e+11   4.3474e+10   8.1188e+12   1.4385e+12
  3.1623e+00   1.6083e-01   2.2254e+11   4.6569e+10   8.7513e+12   1.8313e+12
  3.5481e+00   1.5183e-01   1.9957e+11   3.0207e+10   9.3273e+12   1.4118e+12
  3.9811e+00   1.4334e-01   1.7752e+11   3.3403e+10   9.8606e+12   1.8554e+12
  4.4668e+00   1.3532e-01   1.6048e+11   3.0050e+10   1.0595e+13   1.9839e+12
  5.0119e+00   1.2775e-01   1.4396e+11   2.6694e+10   1.1295e+13   2.0945e+12
  5.6234e+00   1.2061e-01   1.3008e+11   2.3279e+10   1.2130e+13   2.1709e+12
  6.3096e+00   1.1386e-01   1.1606e+11   1.9032e+10   1.2863e+13   2.1094e+12
  7.0795e+00   1.0749e-01   1.0572e+11   1.7847e+10   1.3926e+13   2.3509e+12
  7.9433e+00   1.0148e-01   9.5248e+10   1.9614e+10   1.4911e+13   3.0707e+12
  8.9125e+00   9.5800e-02   8.6497e+10   1.7623e+10   1.6094e+13   3.2790e+12
  1.0000e+01   9.0441e-02   7.6741e+10   1.3304e+10   1.6970e+13   2.9421e+12
  1.1220e+01   8.5382e-02   6.8662e+10   1.1999e+10   1.8046e+13   3.1536e+12
  1.2589e+01   8.0606e-02   6.1113e+10   1.1641e+10   1.9089e+13   3.6363e+12
  1.4125e+01   7.6097e-02   5.4971e+10   9.2462e+09   2.0408e+13   3.4326e+12
  1.5849e+01   7.1840e-02   4.8916e+10   7.6767e+09   2.1583e+13   3.3872e+12
  1.7783e+01   6.7821e-02   4.3713e+10   8.4345e+09   2.2923e+13   4.4230e+12
  1.9953e+01   6.4027e-02   3.8958e+10   6.9487e+09   2.4281e+13   4.3308e+12
  2.2387e+01   6.0446e-02   3.4897e+10   7.0218e+09   2.5849e+13   5.2013e+12
  2.5119e+01   5.7065e-02   3.1280e+10   5.5345e+09   2.7537e+13   4.8723e+12
  2.8184e+01   5.3872e-02   2.8001e+10   5.4274e+09   2.9298e+13   5.6788e+12
  3.1623e+01   5.0859e-02   2.5086e+10   4.5133e+09   3.1195e+13   5.6126e+12
  3.5481e+01   4.8014e-02   2.2292e+10   4.0431e+09   3.2947e+13   5.9756e+12
  3.9811e+01   4.5328e-02   1.9979e+10   3.7084e+09   3.5094e+13   6.5140e+12
  4.4668e+01   4.2792e-02   1.7836e+10   2.5363e+09   3.7235e+13   5.2950e+12
  5.0119e+01   4.0399e-02   1.5846e+10   2.8513e+09   3.9317e+13   7.0748e+12
  5.6234e+01   3.8139e-02   1.4237e+10   2.9201e+09   4.1985e+13   8.6110e+12
  6.3096e+01   3.6005e-02   1.2714e+10   2.1542e+09   4.4562e+13   7.5501e+12
  7.0795e+01   3.3991e-02   1.1367e+10   2.0431e+09   4.7350e+13   8.5104e+12
  7.9433e+01   3.2090e-02   1.0125e+10   1.8512e+09   5.0124e+13   9.1644e+12
  8.9125e+01   3.0295e-02   9.0132e+09   1.3349e+09   5.3033e+13   7.8542e+12
  1.0000e+02   2.8600e-02   8.0628e+09   1.2281e+09   5.6383e+13   8.5878e+12




## section1end
##
## section 2 key
## There are 141  energy bands, each with  184  time bins.
## Emission    Energy of   Brightness    std. error  
##   Time      bin center (n/sterad(p)/   (n/sterad(p)/  
##   (us)         (eV)     pulse/us/eV)  pulse/us/eV)
  1.0330e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1013e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1740e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.2515e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.3342e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.4223e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.5163e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.6164e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.7232e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.8370e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  1.9583e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.0877e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.2256e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.3726e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.5293e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.6964e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  2.8745e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.0643e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.2667e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.4825e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.7125e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  3.9577e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  4.2191e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  4.4978e-01   1.0000e-05   3.1050e+05   3.1050e+05 
  4.7949e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  5.1116e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  5.4492e-01   1.0000e-05   6.4004e+06   6.3876e+06 
  5.8091e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  6.1928e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  6.6019e-01   1.0000e-05   4.4151e+04   4.4151e+04 
  7.0379e-01   1.0000e-05   2.0783e+03   2.0783e+03 
  7.5028e-01   1.0000e-05   0.0000e+00   0.0000e+00 
  7.9983e-01   1.0000e-05   1.4959e+05   1.4959e+05 
  8.5266e-01   1.0000e-05   4.8042e+06   4.8042e+06 
  9.0898e-01   1.0000e-05   1.5106e+03   1.3614e+03 
  9.6902e-01   1.0000e-05   6.0876e+05   6.0876e+05 
  1.0330e+00   1.0000e-05   5.4167e+03   3.9212e+03 
  1.1013e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.1740e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.2515e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.3342e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.4223e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.5163e+00   1.0000e-05   9.1760e+04   7.2380e+04 
  1.6164e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  1.7232e+00   1.0000e-05   3.8705e+05   3.8589e+05 
  1.8370e+00   1.0000e-05   9.7814e+02   9.1827e+02 
  1.9583e+00   1.0000e-05   6.6037e+03   6.6037e+03 
  2.0877e+00   1.0000e-05   2.8196e+03   1.5186e+03 
  2.2256e+00   1.0000e-05   2.9383e+02   2.9383e+02 
  2.3726e+00   1.0000e-05   9.5209e+03   9.5209e+03 
  2.5293e+00   1.0000e-05   1.2196e+06   1.2196e+06 
  2.6964e+00   1.0000e-05   1.5217e+06   1.3414e+06 
  2.8745e+00   1.0000e-05   3.5074e+05   3.3036e+05 
  3.0643e+00   1.0000e-05   8.9213e+05   8.1514e+05 
  3.2667e+00   1.0000e-05   6.8239e+04   5.9730e+04 
  3.4825e+00   1.0000e-05   2.4692e+05   2.4460e+05 
  3.7125e+00   1.0000e-05   0.0000e+00   0.0000e+00 
  3.9577e+00   1.0000e-05   3.0105e+04   3.0105e+04 
  4.2191e+00   1.0000e-05   7.9043e+05   7.9043e+05 
  4.4978e+00   1.0000e-05   2.2784e+04   2.0925e+04 
  4.7949e+00   1.0000e-05   7.8849e+05   4.1561e+05 
  5.1116e+00   1.0000e-05   5.6296e+04   3.9818e+04 
  5.4492e+00   1.0000e-05   3.9608e+03   3.6395e+03 
  5.8091e+00   1.0000e-05   5.3557e+04   4.5979e+04 
  6.1928e+00   1.0000e-05   1.1830e+05   1.1830e+05 
  6.6019e+00   1.0000e-05   1.4913e+05   1.0099e+05 
  7.0379e+00   1.0000e-05   1.0695e+04   8.1537e+03 
  7.5028e+00   1.0000e-05   2.6000e+05   2.5191e+05 
  7.9983e+00   1.0000e-05   2.1519e+04   1.2378e+04 
  8.5266e+00   1.0000e-05   4.3089e+04   2.9249e+04 
  9.0898e+00   1.0000e-05   1.4511e+06   1.4168e+06 
  9.6902e+00   1.0000e-05   2.3408e+05   2.3359e+05 
  1.0330e+01   1.0000e-05   8.9310e+03   7.6316e+03 
  1.1013e+01   1.0000e-05   2.1656e+05   1.3812e+05 
  1.1740e+01   1.0000e-05   5.0057e+04   3.5005e+04 
  1.2515e+01   1.0000e-05   8.2451e+04   4.1786e+04 
  1.3342e+01   1.0000e-05   2.9750e+03   1.5613e+03 
  1.4223e+01   1.0000e-05   1.9132e+05   1.3109e+05 
  1.5163e+01   1.0000e-05   4.8076e+04   3.5269e+04 
  1.6164e+01   1.0000e-05   4.8924e+04   3.0548e+04 
  1.7232e+01   1.0000e-05   8.6957e+02   5.0200e+02 
  1.8370e+01   1.0000e-05   2.4269e+04   1.6052e+04 
  1.9583e+01   1.0000e-05   2.4680e+03   1.6541e+03 
  2.0877e+01   1.0000e-05   3.3578e+04   2.1702e+04 
  2.2256e+01   1.0000e-05   6.2146e+03   5.4347e+03 
  2.3726e+01   1.0000e-05   1.4493e+03   7.9917e+02 
  2.5293e+01   1.0000e-05   4.5683e+07   4.5651e+07 
  2.6964e+01   1.0000e-05   7.9558e+03   3.7074e+03 
  2.8745e+01   1.0000e-05   5.4362e+03   3.7151e+03 
  3.0643e+01   1.0000e-05   6.4222e+03   3.7037e+03 
  3.2667e+01   1.0000e-05   1.3884e+03   7.4224e+02 
  3.4825e+01   1.0000e-05   2.3911e+03   1.9308e+03 
  3.7125e+01   1.0000e-05   1.3108e+10   1.3108e+10 
  3.9577e+01   1.0000e-05   9.3421e+02   5.5128e+02 
  4.2191e+01   1.0000e-05   5.4160e+02   4.5527e+02 
  4.4978e+01   1.0000e-05   2.0872e+02   1.0267e+02 
  4.7949e+01   1.0000e-05   1.7411e+02   8.1832e+01 
  5.1116e+01   1.0000e-05   8.8432e+01   5.7207e+01 
  5.4492e+01   1.0000e-05   1.3298e+02   7.8368e+01 
  5.8091e+01   1.0000e-05   8.4478e+01   4.6708e+01 
  6.1928e+01   1.0000e-05   5.0595e+03   4.8834e+03 
  6.6019e+01   1.0000e-05   1.0771e+05   1.0756e+05 
  7.0379e+01   1.0000e-05   2.1512e+01   1.3946e+01 
  7.5028e+01   1.0000e-05   1.8941e+01   7.5728e+00 
  7.9983e+01   1.0000e-05   8.1297e+01   7.6964e+01 
  8.5266e+01   1.0000e-05   2.3885e+05   1.8322e+05 
  9.0898e+01   1.0000e-05   2.2807e+01   1.3205e+01 
  9.6902e+01   1.0000e-05   1.5870e+02   1.0957e+02 
  1.0330e+02   1.0000e-05   3.8260e+02   3.7736e+02 
  1.1013e+02   1.0000e-05   2.0235e-01   9.7472e-02 
  1.1740e+02   1.0000e-05   1.6498e+00   1.1397e+00 
  1.2515e+02   1.0000e-05   9.0546e+00   8.4180e+00 
  1.3342e+02   1.0000e-05   8.6202e+00   7.1022e+00 
  1.4223e+02   1.0000e-05   4.0463e+00   2.6143e+00 
  1.5163e+02   1.0000e-05   1.1011e+00   8.3427e-01 
  1.6164e+02   1.0000e-05   1.9308e-01   1.0762e-01 
  1.7232e+02   1.0000e-05   2.9287e-02   1.8928e-02 
  1.8370e+02   1.0000e-05   5.4414e+00   5.2994e+00 
  1.9583e+02   1.0000e-05   1.4980e-01   1.2439e-01 
  2.0877e+02   1.0000e-05   2.7087e-03   2.0957e-03 
  2.2256e+02   1.0000e-05   4.6681e-02   4.1990e-02 
  2.3726e+02   1.0000e-05   3.0359e-02   2.4087e-02 
  2.5293e+02   1.0000e-05   1.3556e-02   1.2287e-02 
  2.6964e+02   1.0000e-05   4.8629e-03   2.8657e-03 
  2.8745e+02   1.0000e-05   8.2595e-02   8.2240e-02 
  3.0643e+02   1.0000e-05   8.2738e-02   4.7624e-02 
  3.2667e+02   1.0000e-05   8.5534e-06   3.4607e-06 
  3.4825e+02   1.0000e-05   4.6371e-02   3.8622e-02 
  3.7125e+02   1.0000e-05   7.9915e-03   6.1287e-03 
  3.9577e+02   1.0000e-05   3.2643e-05   2.5008e-05 
  4.2191e+02   1.0000e-05   4.5465e-01   3.6886e-01 
  4.4978e+02   1.0000e-05   1.0523e-02   1.0520e-02 
  4.7949e+02   1.0000e-05   5.9074e-03   5.4443e-03 
  5.1116e+02   1.0000e-05   1.1148e-03   1.1046e-03 
  5.4492e+02   1.0000e-05   5.8952e-05   4.0818e-05 
  5.8091e+02   1.0000e-05   2.6677e-04   2.1571e-04 
  6.1928e+02   1.0000e-05   8.9948e-05   8.9912e-05 
  6.6019e+02   1.0000e-05   3.8323e-05   2.4925e-05 
  7.0379e+02   1.0000e-05   4.5391e-05   4.3639e-05 
  7.5028e+02   1.0000e-05   2.6343e-05   2.5924e-05 
  7.9983e+02   1.0000e-05   1.5328e-07   1.5242e-07 
  8.5266e+02   1.0000e-05   1.6349e-04   1.6326e-04 
  9.0898e+02   1.0000e-05   6.5627e-05   6.5620e-05 
  9.6902e+02   1.0000e-05   5.0245e-06   5.0245e-06 
  1.0330e+03   1.0000e-05   3.8027e-02   3.8027e-02 
  1.1013e+03   1.0000e-05   5.0724e-03   5.0638e-03 
  1.1740e+03   1.0000e-05   9.9580e-05   9.9560e-05 
  1.2515e+03   1.0000e-05   4.4744e-07   4.3594e-07 
  1.3342e+03   1.0000e-05   4.0312e-09   3.6748e-09 
  1.4223e+03   1.0000e-05   5.4204e-06   5.4204e-06 
  1.5163e+03   1.0000e-05   7.9654e-05   7.3999e-05 
  1.6164e+03   1.0000e-05   1.1905e-10   1.1468e-10 
  1.7232e+03   1.0000e-05   6.4765e-11   6.1320e-11 
  1.8370e+03   1.0000e-05   1.8083e-06   1.8060e-06 
  1.9583e+03   1.0000e-05   4.3582e-08   4.3487e-08 
  2.0877e+03   1.0000e-05   3.9629e-08   3.9629e-08 
  2.2256e+03   1.0000e-05   9.8857e-07   7.2018e-07 
  2.3726e+03   1.0000e-05   3.1549e-09   3.1536e-09 
  2.5293e+03   1.0000e-05   7.9823e-06   7.8115e-06 
  2.6964e+03   1.0000e-05   9.1647e-06   9.1647e-06 
  2.8745e+03   1.0000e-05   2.2456e-07   2.2441e-07 
  3.0643e+03   1.0000e-05   8.2508e-08   8.2508e-08 
  3.2667e+03   1.0000e-05   1.4267e-11   1.4267e-11 
  3.4825e+03   1.0000e-05   7.2342e-20   6.8291e-20 
  3.7125e+03   1.0000e-05   6.0149e-10   4.4583e-10 
  3.9577e+03   1.0000e-05   4.2221e-11   3.4161e-11 
  4.2191e+03   1.0000e-05   2.1699e-07   2.1699e-07 
  4.4978e+03   1.0000e-05   1.1827e-08   1.1093e-08 
  4.7949e+03   1.0000e-05   7.1154e-08   6.8720e-08 
  5.1116e+03   1.0000e-05   1.5759e-13   1.4425e-13 
  5.4492e+03   1.0000e-05   3.1879e-25   3.1717e-25 
  5.8091e+03   1.0000e-05   3.0629e-17   3.0620e-17 
  6.1928e+03   1.0000e-05   4.1463e-08   4.1463e-08 
  6.6019e+03   1.0000e-05   2.9368e-18   2.9324e-18 
  7.0379e+03   1.0000e-05   5.3135e-12   5.3119e-12 
  7.5028e+03   1.0000e-05   4.2808e-15   4.2808e-15 
  7.9983e+03   1.0000e-05   1.2529e-13   1.2529e-13 
  8.5266e+03   1.0000e-05   3.2483e-11   3.2483e-11 
  9.0898e+03   1.0000e-05   9.6530e-15   7.8836e-15 
  9.6902e+03   1.0000e-05   2.7033e-18   2.6830e-18 
  5.5000e+04   1.0000e-05   4.1086e-12   4.0992e-12 
  5.5000e+05   1.0000e-05   0.0000e+00   0.0000e+00 
  5.5000e+06   1.0000e-05   0.0000e+00   0.0000e+00 
  5.5000e+07   1.0000e-05   0.0000e+00   0.0000e+00 


